COGs,Trait
1369,Plants
1362,Plants
1363,Plants
1333,Plants
1362,Plants
1391,Plants
1387,Plants
1406,Plants
1361,Plants
1358,Plants
1359,Plants
1404,Plants
1359,Plants
1342,Plants
1362,Plants
1371,Plants
1359,Plants
1374,Plants
1368,Plants
1366,Plants
1383,Plants
1370,Plants
1370,Plants
1377,Plants
1294,Plants
1349,Plants
1399,Plants
1414,Plants
1418,Plants
1401,Plants
1409,Plants
1413,Plants
1405,Plants
1410,Plants
1409,Plants
1422,Plants
1423,Plants
1419,Plants
1421,Plants
1420,Plants
1421,Plants
1409,Plants
1404,Plants
1367,Plants
1293,Plants
1384,Plants
1319,Plants
1366,Plants
1373,Plants
1370,Plants
1388,Plants
1364,Plants
1371,Plants
1399,Plants
1362,Plants
1342,Plants
1326,Plants
1398,Plants
1371,Plants
1383,Plants
1267,Plants
1371,Plants
1293,Plants
1370,Plants
1364,Plants
1364,Plants
1357,Plants
1363,Plants
1379,Plants
1366,Plants
1366,Plants
1365,Plants
1357,Plants
1366,Plants
1368,Plants
1350,Plants
1369,Plants
1368,Plants
1375,Plants
1389,Plants
1395,Plants
1392,Plants
1342,Plants
1395,Plants
1399,Plants
1377,Plants
1367,Plants
1415,Plants
1356,Plants
1399,Plants
1400,Plants
1373,Plants
1371,Plants
1378,Plants
1393,Plants
1420,Plants
1386,Plants
1392,Plants
1392,Plants
1370,Plants
1321,Plants
1374,Plants
1350,Plants
1249,Plants
1393,Plants
1382,Plants
1392,Plants
1408,Plants
1374,Plants
1397,Plants
1373,Plants
1371,Plants
1390,Plants
1406,Plants
1420,Plants
1380,Plants
1376,Plants
1396,Plants
1403,Plants
1383,Plants
1386,Plants
1404,Plants
1383,Plants
1378,Plants
1389,Plants
1368,Plants
1394,Plants
1393,Plants
1367,Plants
1403,Plants
1386,Plants
1389,Plants
1357,Plants
1397,Plants
1345,Plants
1347,Plants
1342,Plants
1380,Plants
1409,Plants
1343,Plants
1407,Plants
1407,Plants
1343,Plants
1407,Plants
1407,Plants
1371,Plants
1407,Plants
1409,Plants
1381,Plants
1399,Plants
1406,Plants
1409,Plants
1377,Plants
1375,Plants
1389,Plants
1396,Plants
1393,Plants
1385,Plants
1302,Plants
1410,Plants
1380,Plants
1382,Plants
1365,Plants
1360,Plants
1410,Plants
1300,Plants
1303,Plants
1335,Plants
1302,Plants
1405,Plants
1359,Plants
1363,Plants
1393,Plants
1379,Plants
1407,Plants
1379,Plants
1403,Plants
1411,Plants
1373,Plants
1359,Plants
1369,Plants
1396,Plants
1378,Plants
1381,Plants
1395,Plants
1398,Plants
1356,Plants
1399,Plants
1376,Plants
1398,Plants
1375,Plants
1364,Plants
1386,Plants
1393,Plants
1400,Plants
1399,Plants
1370,Plants
1407,Plants
1388,Plants
1407,Plants
1372,Plants
1409,Plants
1374,Plants
1407,Plants
1408,Plants
1378,Plants
1407,Plants
1376,Plants
1378,Plants
1425,Plants
1395,Plants
1397,Plants
1402,Plants
1370,Plants
1394,Plants
1413,Plants
1422,Plants
1412,Plants
1414,Plants
1415,Plants
1393,Plants
1414,Plants
1400,Plants
1401,Plants
1398,Plants
1401,Plants
1400,Plants
1398,Plants
1408,Plants
1410,Plants
1400,Plants
1400,Plants
1404,Plants
1355,Plants
1390,Plants
1402,Plants
1364,Plants
1364,Plants
1365,Plants
1382,Plants
1332,Plants
1376,Plants
1397,Plants
1393,Plants
1417,Plants
1408,Plants
1371,Plants
1331,Plants
1386,Plants
1395,Plants
1377,Plants
1410,Plants
1345,Plants
1334,Plants
1335,Plants
1356,Plants
1338,Plants
1385,Plants
1336,Plants
1330,Plants
1341,Plants
1345,Plants
1446,Plants
1338,Plants
1384,Plants
1369,Plants
1399,Plants
1388,Plants
1420,Plants
1381,Plants
1383,Plants
1374,Plants
1377,Plants
1382,Plants
1380,Plants
1376,Plants
1380,Plants
1376,Plants
1386,Plants
1369,Plants
1380,Plants
1393,Plants
1380,Plants
1362,Plants
1359,Plants
1362,Plants
1393,Plants
1408,Plants
1411,Plants
1395,Plants
1384,Plants
1396,Plants
1386,Plants
1386,Plants
1382,Plants
1372,Plants
1374,Plants
1401,Plants
1394,Plants
1359,Plants
1356,Plants
1426,Plants
1358,Plants
1288,Plants
1413,Plants
1425,Plants
1359,Plants
1397,Plants
1357,Plants
1402,Plants
1357,Plants
1356,Plants
1380,Plants
1258,Plants
1364,Plants
1184,Plants
1349,Plants
1393,Plants
1388,Plants
1382,Plants
1469,Plants
1323,Plants
1320,Plants
1411,Plants
1416,Plants
1388,Plants
1377,Plants
1426,Plants
1403,Plants
1397,Plants
1398,Plants
1362,Plants
1359,Plants
1367,Plants
1361,Plants
1354,Plants
1361,Plants
1352,Plants
1339,Plants
1358,Plants
1347,Plants
1347,Plants
1365,Plants
1345,Plants
1345,Plants
1357,Plants
1369,Plants
1363,Plants
1352,Plants
1372,Plants
1363,Plants
1366,Plants
1372,Plants
1349,Plants
1354,Plants
1385,Plants
1363,Plants
1354,Plants
1372,Plants
1367,Plants
1376,Plants
1368,Plants
1368,Plants
1373,Plants
1372,Plants
1354,Plants
1356,Plants
1360,Plants
1360,Plants
1358,Plants
1365,Plants
1362,Plants
1359,Plants
1358,Plants
1371,Plants
1365,Plants
1366,Plants
1364,Plants
1362,Plants
1362,Plants
1362,Plants
1362,Plants
1363,Plants
1362,Plants
1361,Plants
1358,Plants
1363,Plants
1359,Plants
1360,Plants
1359,Plants
1352,Plants
1362,Plants
1361,Plants
1360,Plants
1362,Plants
1360,Plants
1358,Plants
1333,Plants
1332,Plants
1352,Plants
1335,Plants
1347,Plants
1361,Plants
1356,Plants
1360,Plants
1365,Plants
1364,Plants
1349,Plants
1385,Plants
1379,Plants
1377,Plants
1379,Plants
1374,Plants
1362,Plants
1363,Plants
1358,Plants
1358,Plants
1352,Plants
1357,Plants
1352,Plants
1368,Plants
1344,Plants
1376,Plants
1365,Plants
1361,Plants
1336,Plants
1359,Plants
1365,Plants
1354,Plants
1339,Plants
1342,Plants
1358,Plants
1366,Plants
1359,Plants
1363,Plants
1378,Plants
1373,Plants
1371,Plants
1378,Plants
1346,Plants
1357,Plants
1357,Plants
1360,Plants
1360,Plants
1362,Plants
1363,Plants
1360,Plants
1364,Plants
1361,Plants
1362,Plants
1368,Plants
1371,Plants
1365,Plants
1363,Plants
1361,Plants
1363,Plants
1363,Plants
1364,Plants
1368,Plants
1371,Plants
1377,Plants
1365,Plants
1356,Plants
1367,Plants
1367,Plants
1362,Plants
1371,Plants
1372,Plants
1359,Plants
1369,Plants
1370,Plants
1373,Plants
1376,Plants
1372,Plants
1373,Plants
1372,Plants
1372,Plants
1378,Plants
1369,Plants
1368,Plants
1366,Plants
1353,Plants
1341,Plants
1359,Plants
1360,Plants
1361,Plants
1337,Plants
1361,Plants
1362,Plants
1365,Plants
1366,Plants
1362,Plants
1357,Plants
1372,Plants
1354,Plants
1367,Plants
1374,Plants
1365,Plants
1351,Plants
1365,Plants
1369,Plants
1362,Plants
1370,Plants
1359,Plants
1367,Plants
1357,Plants
1346,Plants
1360,Plants
1352,Plants
1361,Plants
1360,Plants
1360,Plants
1361,Plants
1363,Plants
1377,Plants
1376,Plants
1383,Plants
1363,Plants
1363,Plants
1288,Plants
1365,Plants
1359,Plants
1358,Plants
1345,Plants
1375,Plants
1356,Plants
1356,Plants
1388,Plants
1379,Plants
1379,Plants
1366,Plants
1371,Plants
1365,Plants
1354,Plants
1355,Plants
1362,Plants
1366,Plants
1370,Plants
1362,Plants
1366,Plants
1349,Plants
1367,Plants
1367,Plants
1362,Plants
1355,Plants
1355,Plants
1355,Plants
1365,Plants
1368,Plants
1369,Plants
1305,Plants
1374,Plants
1354,Plants
1361,Plants
1364,Plants
1380,Plants
1374,Plants
1356,Plants
1356,Plants
1385,Plants
1380,Plants
1374,Plants
1363,Plants
1363,Plants
1375,Plants
1381,Plants
1378,Plants
1382,Plants
1377,Plants
1365,Plants
1363,Plants
1357,Plants
1337,Plants
1348,Plants
1357,Plants
1346,Plants
1367,Plants
1366,Plants
1350,Plants
1375,Plants
1367,Plants
1355,Plants
1378,Plants
1369,Plants
1372,Plants
1363,Plants
1359,Plants
1350,Plants
1364,Plants
1358,Plants
1365,Plants
1351,Plants
1364,Plants
1355,Plants
1359,Plants
1378,Plants
1372,Plants
1375,Plants
1373,Plants
1363,Plants
1365,Plants
1362,Plants
1370,Plants
1338,Plants
1373,Plants
1369,Plants
1346,Plants
1346,Plants
1366,Plants
1375,Plants
1365,Plants
1363,Plants
1363,Plants
1364,Plants
1318,Plants
1372,Plants
1376,Plants
1365,Plants
1379,Plants
1382,Plants
1368,Plants
1375,Plants
1371,Plants
1342,Plants
1352,Plants
1366,Plants
1393,Plants
1392,Plants
1403,Plants
1346,Plants
1330,Plants
1401,Plants
1406,Plants
1375,Plants
1378,Plants
1380,Plants
1376,Plants
1376,Plants
1373,Plants
1381,Plants
1370,Plants
1461,Soil
1461,Soil
1459,Soil
1464,Soil
1466,Soil
1460,Soil
1461,Soil
1462,Soil
1460,Soil
1462,Soil
1464,Soil
1461,Soil
1452,Soil
1464,Soil
1462,Soil
1477,Soil
1453,Soil
1452,Soil
1457,Soil
1453,Soil
1458,Soil
1452,Soil
1460,Soil
1460,Soil
1458,Soil
1456,Soil
1464,Soil
1459,Soil
1448,Soil
1457,Soil
1457,Soil
1454,Soil
1457,Soil
1461,Soil
1493,Soil
1464,Soil
1456,Soil
1465,Soil
1463,Soil
1464,Soil
1466,Soil
1451,Soil
1458,Soil
1457,Soil
1447,Soil
1456,Soil
1456,Soil
1447,Soil
1452,Soil
1456,Soil
1454,Soil
1466,Soil
1466,Soil
1466,Soil
1465,Soil
1464,Soil
1464,Soil
1455,Soil
1453,Soil
1454,Soil
1456,Soil
1366,Soil
1350,Soil
1397,Soil
1403,Soil
1400,Soil
1403,Soil
1410,Soil
1433,Soil
1330,Soil
1374,Soil
1393,Soil
1387,Soil
1407,Soil
1377,Soil
1378,Soil
1386,Soil
1395,Soil
1389,Soil
1387,Soil
1392,Soil
1424,Soil
1385,Soil
1423,Soil
1408,Soil
1390,Soil
1427,Soil
1416,Soil
1417,Soil
1434,Soil
1435,Soil
1470,Soil
1443,Soil
1431,Soil
1442,Soil
1440,Soil
1388,Soil
1414,Soil
1427,Soil
1350,Soil
1365,Soil
1348,Soil
1343,Soil
1376,Soil
1383,Soil
1398,Soil
1384,Soil
1393,Soil
1396,Soil
1397,Soil
1398,Soil
1395,Soil
1392,Soil
1399,Soil
1381,Soil
1397,Soil
1399,Soil
1394,Soil
1401,Soil
1399,Soil
1389,Soil
1401,Soil
1346,Soil
1327,Soil
1323,Soil
1296,Soil
1392,Soil
1391,Soil
1429,Soil
1419,Soil
1423,Soil
1375,Soil
1398,Soil
1398,Soil
1383,Soil
1382,Soil
1377,Soil
1372,Soil
1389,Soil
1374,Soil
1378,Soil
1397,Soil
1408,Soil
1384,Soil
1390,Soil
1403,Soil
1371,Soil
1415,Soil
1344,Soil
1345,Soil
1371,Soil
1391,Soil
1397,Soil
1393,Soil
1398,Soil
1353,Soil
1404,Soil
1417,Soil
1330,Soil
1356,Soil
1377,Soil
1356,Soil
1398,Soil
1403,Soil
1413,Soil
1406,Soil
1407,Soil
1423,Soil
1405,Soil
1401,Soil
1380,Soil
1347,Soil
1370,Soil
1358,Soil
1394,Soil
1357,Soil
1376,Soil
1357,Soil
1359,Soil
1364,Soil
1374,Soil
1359,Soil
1371,Soil
1325,Soil
1353,Soil
1385,Soil
1363,Soil
1356,Soil
1356,Soil
1374,Soil
1402,Soil
1360,Soil
1367,Soil
1369,Soil
1356,Soil
1376,Soil
1378,Soil
1405,Soil
1375,Soil
1363,Soil
1383,Soil
1334,Soil
1384,Soil
1363,Soil
1394,Soil
1413,Soil
1383,Soil
1380,Soil
1358,Soil
1372,Soil
1389,Soil
1381,Soil
1373,Soil
1376,Soil
1376,Soil
1404,Soil
1363,Soil
1400,Soil
1369,Soil
1373,Soil
1383,Soil
1394,Soil
1364,Soil
1435,Soil
1425,Soil
1396,Soil
1427,Soil
1396,Soil
1405,Soil
1352,Soil
1384,Soil
1359,Soil
1267,Soil
1376,Soil
1392,Soil
1462,Soil
1384,Soil
1397,Soil
1398,Soil
1407,Soil
1407,Soil
1357,Soil
1371,Soil
1345,Soil
1327,Soil
1370,Soil
1422,Soil
1384,Soil
1398,Soil
1325,Soil
1313,Soil
1396,Soil
1367,Soil
1368,Soil
1369,Soil
1398,Soil
1389,Soil
1398,Soil
1367,Soil
1378,Soil
1434,Soil
1409,Soil
1346,Soil
1333,Soil
1287,Soil
1312,Soil
1375,Soil
1398,Soil
1359,Soil
1398,Soil
1397,Soil
1311,Soil
1359,Soil
1413,Soil
1374,Soil
1361,Soil
1399,Soil
1398,Soil
1375,Soil
1391,Soil
1390,Soil
1389,Soil
1394,Soil
1383,Soil
1378,Soil
1371,Soil
1356,Soil
1296,Soil
1255,Soil
1411,Soil
1348,Soil
1348,Soil
1470,Soil
1375,Soil
1324,Soil
1295,Soil
1300,Soil
1265,Soil
1315,Soil
1265,Soil
1281,Soil
1289,Soil
1318,Soil
1321,Soil
1315,Soil
1256,Soil
1312,Soil
1339,Soil
1351,Soil
1335,Soil
1398,Soil
1368,Soil
1384,Soil
1306,Soil
1347,Soil
1357,Soil
1401,Soil
1383,Soil
1402,Soil
1451,Soil
1348,Soil
1370,Soil
1346,Soil
1445,Wastewater
1468,Wastewater
1468,Wastewater
1456,Wastewater
1487,Wastewater
1470,Wastewater
1473,Wastewater
1460,Wastewater
1463,Wastewater
1453,Wastewater
1275,Wastewater
1343,Wastewater
1316,Wastewater
1451,Wastewater
1351,Wastewater
1389,Wastewater
1363,Wastewater
1333,Wastewater
1396,Wastewater
1299,Wastewater
1291,Wastewater
1324,Wastewater
1381,Wastewater
1382,Wastewater
1362,Wastewater
1384,Wastewater
1360,Wastewater
1431,Wastewater
1374,Wastewater
1363,Wastewater
1420,Wastewater
1235,Wastewater
1405,Wastewater
1394,Wastewater
1402,Wastewater
1403,Wastewater
1318,Wastewater
1433,Wastewater
1349,Wastewater
1379,Wastewater
1119,Wastewater
1317,Wastewater
1308,Wastewater
1306,Wastewater
1321,Wastewater
1292,Wastewater
1238,Wastewater
1301,Wastewater
1366,Wastewater
1221,Wastewater
1306,Wastewater
1460,Host-associated
1461,Host-associated
1291,Host-associated
1365,Host-associated
1341,Host-associated
1305,Host-associated
1386,Host-associated
1437,Host-associated
1291,Host-associated
1468,Host-associated
1430,Host-associated
1447,Host-associated
1233,Host-associated
1375,Host-associated
1343,Host-associated
1387,Host-associated
1234,Host-associated
1286,Host-associated
1440,Host-associated
1391,Host-associated
1346,Host-associated
1364,Host-associated
1361,Host-associated
1343,Host-associated
1343,Host-associated
1343,Host-associated
1351,Host-associated
1348,Host-associated
1360,Host-associated
1362,Host-associated
1274,Host-associated
1322,Host-associated
1437,Host-associated
1412,Host-associated
1402,Host-associated
1411,Host-associated
1350,Host-associated
1416,Host-associated
1392,Host-associated
1400,Host-associated
1403,Host-associated
1393,Host-associated
1396,Host-associated
1450,Host-associated
1460,Host-associated
1457,Host-associated
1463,Host-associated
1460,Host-associated
1458,Host-associated
1449,Host-associated
1464,Host-associated
1453,Host-associated
1463,Host-associated
1455,Host-associated
1474,Host-associated
1450,Host-associated
1454,Host-associated
1458,Host-associated
1462,Host-associated
1466,Host-associated
1475,Host-associated
1459,Host-associated
1461,Host-associated
1467,Host-associated
1452,Host-associated
1448,Host-associated
1453,Host-associated
1451,Host-associated
1454,Host-associated
1462,Host-associated
1462,Host-associated
1471,Host-associated
1472,Host-associated
1472,Host-associated
1459,Host-associated
1452,Host-associated
1455,Host-associated
1465,Host-associated
1457,Host-associated
1465,Host-associated
1462,Host-associated
1460,Host-associated
1458,Host-associated
1464,Host-associated
1467,Host-associated
1463,Host-associated
1454,Host-associated
1460,Host-associated
1448,Host-associated
1429,Host-associated
1470,Host-associated
1461,Host-associated
1468,Host-associated
1462,Host-associated
1438,Host-associated
1456,Host-associated
1451,Host-associated
1455,Host-associated
1456,Host-associated
1449,Host-associated
1454,Host-associated
1465,Host-associated
1462,Host-associated
1465,Host-associated
1453,Host-associated
1465,Host-associated
1452,Host-associated
1465,Host-associated
1459,Host-associated
1460,Host-associated
1456,Host-associated
1458,Host-associated
1463,Host-associated
1457,Host-associated
1469,Host-associated
1459,Host-associated
1459,Host-associated
1464,Host-associated
1465,Host-associated
1463,Host-associated
1450,Host-associated
1470,Host-associated
1471,Host-associated
1469,Host-associated
1441,Host-associated
1448,Host-associated
1452,Host-associated
1469,Host-associated
1457,Host-associated
1466,Host-associated
1455,Host-associated
1464,Host-associated
1462,Host-associated
1462,Host-associated
1463,Host-associated
1474,Host-associated
1470,Host-associated
1471,Host-associated
1458,Host-associated
1471,Host-associated
1464,Host-associated
1460,Host-associated
1459,Host-associated
1460,Host-associated
1459,Host-associated
1456,Host-associated
1457,Host-associated
1466,Host-associated
1471,Host-associated
1466,Host-associated
1468,Host-associated
1471,Host-associated
1470,Host-associated
1454,Host-associated
1469,Host-associated
1459,Host-associated
1465,Host-associated
1455,Host-associated
1461,Host-associated
1462,Host-associated
1461,Host-associated
1462,Host-associated
1467,Host-associated
1465,Host-associated
1470,Host-associated
1455,Host-associated
1455,Host-associated
1460,Host-associated
1466,Host-associated
1455,Host-associated
1456,Host-associated
1463,Host-associated
1455,Host-associated
1451,Host-associated
1475,Host-associated
1469,Host-associated
1470,Host-associated
1460,Host-associated
1463,Host-associated
1462,Host-associated
1452,Host-associated
1472,Host-associated
1469,Host-associated
1472,Host-associated
1465,Host-associated
1416,Host-associated
1465,Host-associated
1477,Host-associated
1463,Host-associated
1466,Host-associated
1457,Host-associated
1446,Host-associated
1459,Host-associated
1441,Host-associated
1443,Host-associated
1456,Host-associated
1469,Host-associated
1461,Host-associated
1468,Host-associated
1466,Host-associated
1452,Host-associated
1425,Host-associated
1432,Host-associated
1461,Host-associated
1472,Host-associated
1463,Host-associated
1462,Host-associated
1468,Host-associated
1462,Host-associated
1463,Host-associated
1467,Host-associated
1467,Host-associated
1459,Host-associated
1469,Host-associated
1463,Host-associated
1467,Host-associated
1469,Host-associated
1466,Host-associated
1470,Host-associated
1471,Host-associated
1453,Host-associated
1475,Host-associated
1467,Host-associated
1474,Host-associated
1461,Host-associated
1462,Host-associated
1464,Host-associated
1468,Host-associated
1465,Host-associated
1460,Host-associated
1459,Host-associated
1471,Host-associated
1468,Host-associated
1455,Host-associated
1465,Host-associated
1464,Host-associated
1453,Host-associated
1454,Host-associated
1460,Host-associated
1455,Host-associated
1463,Host-associated
1466,Host-associated
1464,Host-associated
1458,Host-associated
1462,Host-associated
1469,Host-associated
1456,Host-associated
1442,Host-associated
1455,Host-associated
1467,Host-associated
1466,Host-associated
1443,Host-associated
1456,Host-associated
1459,Host-associated
1436,Host-associated
1461,Host-associated
1461,Host-associated
1466,Host-associated
1454,Host-associated
1469,Host-associated
1431,Host-associated
1467,Host-associated
1449,Host-associated
1465,Host-associated
1471,Host-associated
1467,Host-associated
1469,Host-associated
1464,Host-associated
1465,Host-associated
1468,Host-associated
1467,Host-associated
1459,Host-associated
1463,Host-associated
1456,Host-associated
1456,Host-associated
1464,Host-associated
1459,Host-associated
1432,Host-associated
1428,Host-associated
1456,Host-associated
1459,Host-associated
1460,Host-associated
1458,Host-associated
1460,Host-associated
1455,Host-associated
1467,Host-associated
1467,Host-associated
1465,Host-associated
1463,Host-associated
1456,Host-associated
1464,Host-associated
1458,Host-associated
1467,Host-associated
1476,Host-associated
1474,Host-associated
1474,Host-associated
1463,Host-associated
1455,Host-associated
1440,Host-associated
1449,Host-associated
1470,Host-associated
1459,Host-associated
1457,Host-associated
1469,Host-associated
1478,Host-associated
1460,Host-associated
1469,Host-associated
1468,Host-associated
1478,Host-associated
1463,Host-associated
1472,Host-associated
1462,Host-associated
1471,Host-associated
1459,Host-associated
1465,Host-associated
1461,Host-associated
1474,Host-associated
1473,Host-associated
1458,Host-associated
1453,Host-associated
1471,Host-associated
1464,Host-associated
1480,Host-associated
1452,Host-associated
1466,Host-associated
1468,Host-associated
1456,Host-associated
1460,Host-associated
1471,Host-associated
1467,Host-associated
1462,Host-associated
1460,Host-associated
1457,Host-associated
1464,Host-associated
1453,Host-associated
1470,Host-associated
1458,Host-associated
1462,Host-associated
1456,Host-associated
1472,Host-associated
1462,Host-associated
1462,Host-associated
1456,Host-associated
1457,Host-associated
1459,Host-associated
1474,Host-associated
1464,Host-associated
1464,Host-associated
1463,Host-associated
1471,Host-associated
1464,Host-associated
1470,Host-associated
1466,Host-associated
1464,Host-associated
1456,Host-associated
1461,Host-associated
1463,Host-associated
1462,Host-associated
1462,Host-associated
1461,Host-associated
1450,Host-associated
1466,Host-associated
1452,Host-associated
1450,Host-associated
1457,Host-associated
1454,Host-associated
1462,Host-associated
1451,Host-associated
1464,Host-associated
1463,Host-associated
1463,Host-associated
1467,Host-associated
1464,Host-associated
1458,Host-associated
1469,Host-associated
1470,Host-associated
1468,Host-associated
1439,Host-associated
1460,Host-associated
1463,Host-associated
1457,Host-associated
1459,Host-associated
1459,Host-associated
1458,Host-associated
1452,Host-associated
1466,Host-associated
1455,Host-associated
1466,Host-associated
1450,Host-associated
1451,Host-associated
1460,Host-associated
1465,Host-associated
1461,Host-associated
1460,Host-associated
1450,Host-associated
1463,Host-associated
1456,Host-associated
1456,Host-associated
1457,Host-associated
1450,Host-associated
1456,Host-associated
1419,Host-associated
1462,Host-associated
1471,Host-associated
1453,Host-associated
1448,Host-associated
1454,Host-associated
1449,Host-associated
1448,Host-associated
1467,Host-associated
1469,Host-associated
1465,Host-associated
1451,Host-associated
1471,Host-associated
1453,Host-associated
1461,Host-associated
1457,Host-associated
1462,Host-associated
1459,Host-associated
1466,Host-associated
1463,Host-associated
1458,Host-associated
1467,Host-associated
1459,Host-associated
1452,Host-associated
1457,Host-associated
1466,Host-associated
1459,Host-associated
1467,Host-associated
1459,Host-associated
1457,Host-associated
1473,Host-associated
1459,Host-associated
1466,Host-associated
1465,Host-associated
1458,Host-associated
1450,Host-associated
1459,Host-associated
1443,Host-associated
1441,Host-associated
1450,Host-associated
1467,Host-associated
1452,Host-associated
1447,Host-associated
1463,Host-associated
1428,Host-associated
1456,Host-associated
1439,Host-associated
1449,Host-associated
1467,Host-associated
1464,Host-associated
1451,Host-associated
1449,Host-associated
1457,Host-associated
1443,Host-associated
1456,Host-associated
1446,Host-associated
1447,Host-associated
1452,Host-associated
1462,Host-associated
1454,Host-associated
1451,Host-associated
1455,Host-associated
1457,Host-associated
1451,Host-associated
1470,Host-associated
1441,Host-associated
1457,Host-associated
1451,Host-associated
1437,Host-associated
1467,Host-associated
1456,Host-associated
1450,Host-associated
1454,Host-associated
1467,Host-associated
1460,Host-associated
1464,Host-associated
1477,Host-associated
1451,Host-associated
1455,Host-associated
1461,Host-associated
1451,Host-associated
1453,Host-associated
1440,Host-associated
1449,Host-associated
1442,Host-associated
1441,Host-associated
1470,Host-associated
1450,Host-associated
1457,Host-associated
1450,Host-associated
1456,Host-associated
1457,Host-associated
1452,Host-associated
1448,Host-associated
1453,Host-associated
1461,Host-associated
1444,Host-associated
1457,Host-associated
1444,Host-associated
1454,Host-associated
1463,Host-associated
1455,Host-associated
1451,Host-associated
1456,Host-associated
1457,Host-associated
1455,Host-associated
1459,Host-associated
1457,Host-associated
1454,Host-associated
1460,Host-associated
1453,Host-associated
1458,Host-associated
1456,Host-associated
1467,Host-associated
1456,Host-associated
1459,Host-associated
1458,Host-associated
1453,Host-associated
1454,Host-associated
1463,Host-associated
1451,Host-associated
1463,Host-associated
1455,Host-associated
1455,Host-associated
1469,Host-associated
1449,Host-associated
1459,Host-associated
1457,Host-associated
1453,Host-associated
1465,Host-associated
1457,Host-associated
1465,Host-associated
1450,Host-associated
1462,Host-associated
1551,Host-associated
1450,Host-associated
1461,Host-associated
1457,Host-associated
1450,Host-associated
1456,Host-associated
1460,Host-associated
1479,Host-associated
1474,Host-associated
1455,Host-associated
1463,Host-associated
1463,Host-associated
1459,Host-associated
1459,Host-associated
1464,Host-associated
1466,Host-associated
1462,Host-associated
1459,Host-associated
1472,Host-associated
1451,Host-associated
1470,Host-associated
1459,Host-associated
1461,Host-associated
1464,Host-associated
1449,Host-associated
1464,Host-associated
1464,Host-associated
1461,Host-associated
1461,Host-associated
1469,Host-associated
1461,Host-associated
1470,Host-associated
1470,Host-associated
1464,Host-associated
1464,Host-associated
1460,Host-associated
1458,Host-associated
1466,Host-associated
1468,Host-associated
1464,Host-associated
1464,Host-associated
1456,Host-associated
1485,Host-associated
1495,Host-associated
1443,Host-associated
1466,Host-associated
1467,Host-associated
1455,Host-associated
1461,Host-associated
1461,Host-associated
1469,Host-associated
1455,Host-associated
1462,Host-associated
1461,Host-associated
1469,Host-associated
1458,Host-associated
1455,Host-associated
1455,Host-associated
1454,Host-associated
1453,Host-associated
1442,Host-associated
1467,Host-associated
1466,Host-associated
1459,Host-associated
1470,Host-associated
1449,Host-associated
1452,Host-associated
1451,Host-associated
1445,Host-associated
1464,Host-associated
1461,Host-associated
1447,Host-associated
1460,Host-associated
1454,Host-associated
1474,Host-associated
1456,Host-associated
1455,Host-associated
1453,Host-associated
1460,Host-associated
1418,Host-associated
1461,Host-associated
1434,Host-associated
1453,Host-associated
1465,Host-associated
1464,Host-associated
1455,Host-associated
1441,Host-associated
1464,Host-associated
1448,Host-associated
1459,Host-associated
1461,Host-associated
1466,Host-associated
1426,Host-associated
1454,Host-associated
1459,Host-associated
1454,Host-associated
1457,Host-associated
1459,Host-associated
1455,Host-associated
1463,Host-associated
1461,Host-associated
1455,Host-associated
1469,Host-associated
1463,Host-associated
1465,Host-associated
1454,Host-associated
1454,Host-associated
1460,Host-associated
1467,Host-associated
1458,Host-associated
1462,Host-associated
1471,Host-associated
1471,Host-associated
1463,Host-associated
1463,Host-associated
1474,Host-associated
1462,Host-associated
1469,Host-associated
1458,Host-associated
1459,Host-associated
1461,Host-associated
1461,Host-associated
1462,Host-associated
1480,Host-associated
1467,Host-associated
1465,Host-associated
1466,Host-associated
1456,Host-associated
1459,Host-associated
1472,Host-associated
1455,Host-associated
1459,Host-associated
1460,Host-associated
1463,Host-associated
1460,Host-associated
1471,Host-associated
1463,Host-associated
1462,Host-associated
1462,Host-associated
1466,Host-associated
1466,Host-associated
1466,Host-associated
1463,Host-associated
1455,Host-associated
1467,Host-associated
1465,Host-associated
1461,Host-associated
1464,Host-associated
1468,Host-associated
1472,Host-associated
1462,Host-associated
1455,Host-associated
1466,Host-associated
1452,Host-associated
1470,Host-associated
1466,Host-associated
1473,Host-associated
1472,Host-associated
1467,Host-associated
1470,Host-associated
1474,Host-associated
1470,Host-associated
1454,Host-associated
1465,Host-associated
1458,Host-associated
1461,Host-associated
1467,Host-associated
1472,Host-associated
1470,Host-associated
1460,Host-associated
1455,Host-associated
1464,Host-associated
1462,Host-associated
1451,Host-associated
1455,Host-associated
1461,Host-associated
1453,Host-associated
1459,Host-associated
1455,Host-associated
1465,Host-associated
1465,Host-associated
1441,Host-associated
1471,Host-associated
1451,Host-associated
1457,Host-associated
1465,Host-associated
1468,Host-associated
1461,Host-associated
1461,Host-associated
1461,Host-associated
1460,Host-associated
1462,Host-associated
1460,Host-associated
1460,Host-associated
1461,Host-associated
1459,Host-associated
1462,Host-associated
1462,Host-associated
1462,Host-associated
1460,Host-associated
1460,Host-associated
1460,Host-associated
1462,Host-associated
1461,Host-associated
1460,Host-associated
1460,Host-associated
1455,Host-associated
1457,Host-associated
1458,Host-associated
1449,Host-associated
1453,Host-associated
1459,Host-associated
1460,Host-associated
1460,Host-associated
1461,Host-associated
1466,Host-associated
1467,Host-associated
1458,Host-associated
