Peptidase_singalP,Category
8,Acuatic
11,Acuatic
8,Acuatic
10,Acuatic
10,Acuatic
6,Acuatic
11,Acuatic
11,Acuatic
10,Acuatic
9,Acuatic
12,Acuatic
5,Acuatic
4,Acuatic
8,Acuatic
10,Acuatic
8,Acuatic
8,Acuatic
7,Acuatic
11,Acuatic
10,Acuatic
5,Acuatic
8,Acuatic
7,Acuatic
10,Acuatic
12,Acuatic
9,Acuatic
7,Acuatic
8,Acuatic
14,Acuatic
15,Acuatic
16,Acuatic
15,Acuatic
5,Acuatic
14,Acuatic
5,Acuatic
7,Acuatic
10,Acuatic
8,Acuatic
10,Acuatic
6,Acuatic
10,Acuatic
7,Acuatic
11,Acuatic
13,Acuatic
5,Acuatic
11,Acuatic
10,Acuatic
8,Acuatic
11,Acuatic
11,Acuatic
10,Acuatic
5,Acuatic
6,Acuatic
5,Acuatic
12,Acuatic
13,Acuatic
10,Acuatic
7,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
9,Acuatic
10,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
8,Acuatic
9,Acuatic
5,Acuatic
9,Acuatic
12,Acuatic
10,Acuatic
8,Acuatic
10,Acuatic
9,Acuatic
10,Acuatic
10,Acuatic
16,Acuatic
16,Acuatic
16,Acuatic
16,Acuatic
16,Acuatic
16,Acuatic
16,Acuatic
16,Acuatic
16,Acuatic
14,Acuatic
14,Acuatic
10,Acuatic
11,Acuatic
10,Acuatic
10,Acuatic
9,Acuatic
7,Acuatic
6,Acuatic
8,Acuatic
11,Acuatic
10,Acuatic
10,Acuatic
10,Acuatic
10,Acuatic
10,Acuatic
10,Acuatic
9,Acuatic
10,Acuatic
11,Acuatic
7,Acuatic
10,Acuatic
10,Acuatic
9,Acuatic
9,Acuatic
9,Acuatic
9,Acuatic
10,Acuatic
10,Acuatic
13,Acuatic
10,Acuatic
10,Acuatic
10,Acuatic
10,Acuatic
10,Acuatic
11,Acuatic
10,Acuatic
9,Acuatic
11,Acuatic
8,Acuatic
10,Acuatic
6,Acuatic
6,Acuatic
6,Acuatic
4,Acuatic
5,Acuatic
8,Acuatic
9,Acuatic
9,Acuatic
8,Acuatic
8,Acuatic
3,Acuatic
6,Acuatic
9,Acuatic
11,Acuatic
9,Acuatic
11,Acuatic
9,Acuatic
5,Acuatic
7,Acuatic
9,Acuatic
10,Acuatic
6,Acuatic
12,Acuatic
9,Acuatic
14,Acuatic
10,Acuatic
7,Acuatic
9,Acuatic
10,Acuatic
10,Acuatic
11,Acuatic
10,Acuatic
9,Acuatic
9,Acuatic
9,Acuatic
10,Acuatic
10,Acuatic
7,Acuatic
5,Acuatic
10,Acuatic
10,Acuatic
9,Acuatic
11,Acuatic
8,Acuatic
10,Acuatic
6,Acuatic
9,Acuatic
8,Acuatic
7,Acuatic
13,Acuatic
9,Acuatic
7,Acuatic
0,Acuatic
11,Acuatic
4,Acuatic
2,Acuatic
8,Acuatic
7,Acuatic
7,Acuatic
7,Acuatic
6,Acuatic
6,Acuatic
10,Acuatic
10,Acuatic
6,Acuatic
10,Acuatic
9,Acuatic
9,Acuatic
9,Acuatic
7,Acuatic
1,Acuatic
4,Acuatic
3,Acuatic
3,Acuatic
2,Acuatic
4,Acuatic
3,Acuatic
5,Acuatic
4,Acuatic
3,Acuatic
5,Acuatic
7,Acuatic
5,Acuatic
8,Acuatic
5,Acuatic
7,Acuatic
5,Acuatic
7,Acuatic
4,Acuatic
5,Acuatic
5,Acuatic
6,Acuatic
5,Acuatic
5,Acuatic
10,Acuatic
8,Acuatic
13,Soil
14,Soil
14,Soil
15,Soil
14,Soil
14,Soil
15,Soil
14,Soil
13,Soil
15,Soil
15,Soil
15,Soil
15,Soil
12,Soil
14,Soil
12,Soil
12,Soil
12,Soil
15,Soil
13,Soil
13,Soil
13,Soil
12,Soil
14,Soil
13,Soil
13,Soil
14,Soil
12,Soil
13,Soil
14,Soil
13,Soil
14,Soil
13,Soil
14,Soil
14,Soil
13,Soil
13,Soil
13,Soil
14,Soil
13,Soil
13,Soil
16,Soil
14,Soil
14,Soil
12,Soil
15,Soil
14,Soil
15,Soil
12,Soil
12,Soil
12,Soil
12,Soil
12,Soil
12,Soil
12,Soil
12,Soil
12,Soil
12,Soil
12,Soil
12,Soil
14,Soil
6,Soil
12,Soil
8,Soil
8,Soil
8,Soil
8,Soil
13,Soil
9,Soil
5,Soil
11,Soil
10,Soil
9,Soil
9,Soil
8,Soil
9,Soil
6,Soil
6,Soil
6,Soil
9,Soil
10,Soil
7,Soil
7,Soil
6,Soil
8,Soil
7,Soil
8,Soil
6,Soil
8,Soil
10,Soil
10,Soil
8,Soil
10,Soil
11,Soil
11,Soil
9,Soil
10,Soil
8,Soil
9,Soil
6,Soil
10,Soil
11,Soil
11,Soil
7,Soil
9,Soil
11,Soil
11,Soil
10,Soil
10,Soil
10,Soil
9,Soil
11,Soil
9,Soil
11,Soil
6,Soil
9,Soil
14,Soil
8,Soil
8,Soil
10,Soil
9,Soil
9,Soil
9,Soil
5,Soil
6,Soil
6,Soil
9,Soil
9,Soil
10,Soil
10,Soil
10,Soil
9,Soil
11,Soil
11,Soil
9,Soil
8,Soil
7,Soil
6,Soil
9,Soil
8,Soil
7,Soil
8,Soil
12,Soil
13,Soil
11,Soil
9,Soil
7,Soil
7,Soil
9,Soil
9,Soil
6,Soil
4,Soil
8,Soil
8,Soil
9,Soil
9,Soil
8,Soil
10,Soil
10,Soil
8,Soil
6,Soil
9,Soil
11,Soil
10,Soil
11,Soil
11,Soil
11,Soil
12,Soil
10,Soil
10,Soil
7,Soil
4,Soil
11,Soil
11,Soil
11,Soil
6,Soil
6,Soil
7,Soil
6,Soil
10,Soil
9,Soil
5,Soil
6,Soil
8,Soil
4,Soil
6,Soil
7,Soil
6,Soil
7,Soil
5,Soil
11,Soil
7,Soil
7,Soil
5,Soil
5,Soil
10,Soil
10,Soil
12,Soil
10,Soil
11,Soil
8,Soil
11,Soil
10,Soil
8,Soil
11,Soil
8,Soil
8,Soil
10,Soil
10,Soil
9,Soil
9,Soil
10,Soil
11,Soil
10,Soil
8,Soil
13,Soil
12,Soil
9,Soil
9,Soil
6,Soil
11,Soil
5,Soil
7,Soil
9,Soil
6,Soil
8,Soil
8,Soil
8,Soil
6,Soil
7,Soil
10,Soil
2,Soil
9,Soil
12,Soil
10,Soil
7,Soil
7,Soil
8,Soil
11,Soil
11,Soil
8,Soil
10,Soil
7,Soil
7,Soil
7,Soil
9,Soil
6,Soil
10,Soil
5,Soil
3,Soil
10,Soil
7,Soil
7,Soil
7,Soil
11,Soil
10,Soil
7,Soil
9,Soil
6,Soil
11,Soil
12,Soil
9,Soil
4,Soil
2,Soil
5,Soil
9,Soil
12,Soil
6,Soil
8,Soil
8,Soil
5,Soil
13,Soil
10,Soil
9,Soil
4,Soil
9,Soil
10,Soil
9,Soil
9,Soil
10,Soil
8,Soil
10,Soil
6,Soil
6,Soil
7,Soil
6,Soil
6,Soil
6,Soil
12,Soil
10,Soil
10,Soil
10,Soil
11,Soil
7,Soil
5,Soil
5,Soil
2,Soil
7,Soil
0,Soil
1,Soil
3,Soil
5,Soil
3,Soil
4,Soil
3,Soil
4,Soil
5,Soil
7,Soil
6,Soil
11,Soil
6,Soil
10,Soil
5,Soil
6,Soil
9,Soil
9,Soil
5,Soil
5,Soil
5,Soil
4,Soil
7,Soil
11,Soil
11,Wastewater
14,Wastewater
14,Wastewater
14,Wastewater
16,Wastewater
14,Wastewater
15,Wastewater
13,Wastewater
13,Wastewater
12,Wastewater
0,Wastewater
6,Wastewater
5,Wastewater
7,Wastewater
14,Wastewater
9,Wastewater
7,Wastewater
8,Wastewater
6,Wastewater
2,Wastewater
2,Wastewater
3,Wastewater
11,Wastewater
5,Wastewater
6,Wastewater
7,Wastewater
5,Wastewater
11,Wastewater
5,Wastewater
5,Wastewater
5,Wastewater
9,Wastewater
8,Wastewater
8,Wastewater
8,Wastewater
2,Wastewater
8,Wastewater
13,Wastewater
13,Wastewater
4,Wastewater
8,Wastewater
4,Wastewater
3,Wastewater
5,Wastewater
4,Wastewater
1,Wastewater
4,Wastewater
6,Wastewater
3,Wastewater
4,Wastewater
9,Animals
8,Animals
9,Animals
10,Animals
3,Animals
14,Animals
9,Animals
13,Animals
4,Animals
9,Animals
9,Animals
9,Animals
4,Animals
8,Animals
9,Animals
7,Animals
5,Animals
8,Animals
10,Animals
6,Animals
6,Animals
6,Animals
6,Animals
6,Animals
7,Animals
10,Animals
7,Animals
13,Animals
15,Animals
14,Animals
15,Animals
14,Animals
10,Animals
14,Animals
14,Animals
12,Animals
13,Animals
14,Animals
15,Animals
13,Animals
13,Animals
13,Animals
14,Animals
15,Animals
13,Animals
13,Animals
13,Animals
13,Animals
11,Animals
11,Animals
15,Animals
15,Animals
13,Animals
14,Animals
15,Animals
13,Animals
13,Animals
13,Animals
14,Animals
14,Animals
14,Animals
12,Animals
14,Animals
13,Animals
14,Animals
13,Animals
14,Animals
12,Animals
12,Animals
14,Animals
13,Animals
13,Animals
14,Animals
11,Animals
16,Animals
11,Animals
11,Animals
13,Animals
15,Animals
13,Animals
14,Animals
14,Animals
15,Animals
13,Animals
13,Animals
15,Animals
15,Animals
14,Animals
14,Animals
14,Animals
13,Animals
15,Animals
13,Animals
13,Animals
13,Animals
12,Animals
13,Animals
13,Animals
15,Animals
14,Animals
14,Animals
14,Animals
14,Animals
12,Animals
13,Animals
13,Animals
13,Animals
13,Animals
12,Animals
15,Animals
14,Animals
16,Animals
11,Animals
14,Animals
15,Animals
15,Animals
11,Animals
14,Animals
16,Animals
13,Animals
14,Animals
14,Animals
14,Animals
15,Animals
12,Animals
14,Animals
14,Animals
12,Animals
14,Animals
15,Animals
13,Animals
14,Animals
13,Animals
12,Animals
14,Animals
14,Animals
12,Animals
14,Animals
15,Animals
14,Animals
16,Animals
15,Animals
13,Animals
16,Animals
15,Animals
16,Animals
16,Animals
15,Animals
14,Animals
16,Animals
14,Animals
14,Animals
14,Animals
12,Animals
13,Animals
14,Animals
13,Animals
13,Animals
12,Animals
16,Animals
15,Animals
15,Animals
14,Animals
14,Animals
13,Animals
13,Animals
16,Animals
15,Animals
16,Animals
13,Animals
13,Animals
12,Animals
16,Animals
15,Animals
12,Animals
11,Animals
12,Animals
14,Animals
13,Animals
12,Animals
13,Animals
13,Animals
14,Animals
12,Animals
11,Animals
12,Animals
12,Animals
12,Animals
13,Animals
14,Animals
14,Animals
13,Animals
12,Animals
15,Animals
14,Animals
14,Animals
11,Animals
15,Animals
14,Animals
14,Animals
14,Animals
14,Animals
14,Animals
16,Animals
13,Animals
13,Animals
12,Animals
13,Animals
12,Animals
15,Animals
15,Animals
13,Animals
15,Animals
12,Animals
14,Animals
11,Animals
14,Animals
14,Animals
14,Animals
14,Animals
12,Animals
12,Animals
13,Animals
15,Animals
16,Animals
14,Animals
14,Animals
12,Animals
12,Animals
14,Animals
12,Animals
12,Animals
12,Animals
16,Animals
12,Animals
10,Animals
14,Animals
12,Animals
10,Animals
13,Animals
12,Animals
16,Animals
12,Animals
15,Animals
13,Animals
13,Animals
14,Animals
12,Animals
15,Animals
14,Animals
13,Animals
13,Animals
14,Animals
15,Animals
15,Animals
15,Animals
14,Animals
10,Animals
14,Animals
15,Animals
15,Animals
11,Animals
11,Animals
13,Animals
16,Animals
12,Animals
13,Animals
12,Animals
15,Animals
14,Animals
14,Animals
15,Animals
13,Animals
14,Animals
14,Animals
14,Animals
15,Animals
16,Animals
15,Animals
15,Animals
16,Animals
14,Animals
11,Animals
13,Animals
16,Animals
14,Animals
14,Animals
15,Animals
15,Animals
13,Animals
12,Animals
12,Animals
13,Animals
13,Animals
13,Animals
15,Animals
13,Animals
13,Animals
13,Animals
15,Animals
13,Animals
12,Animals
13,Animals
14,Animals
14,Animals
15,Animals
13,Animals
12,Animals
16,Animals
15,Animals
15,Animals
13,Animals
14,Animals
15,Animals
15,Animals
14,Animals
12,Animals
14,Animals
14,Animals
15,Animals
13,Animals
13,Animals
14,Animals
11,Animals
14,Animals
13,Animals
15,Animals
13,Animals
14,Animals
13,Animals
14,Animals
13,Animals
14,Animals
13,Animals
15,Animals
15,Animals
14,Animals
14,Animals
14,Animals
11,Animals
14,Animals
16,Animals
16,Animals
14,Animals
12,Animals
12,Animals
13,Animals
12,Animals
12,Animals
14,Animals
14,Animals
13,Animals
12,Animals
14,Animals
14,Animals
14,Animals
13,Animals
13,Animals
13,Animals
13,Animals
13,Animals
13,Animals
13,Animals
13,Animals
12,Animals
13,Animals
13,Animals
13,Animals
14,Animals
12,Animals
11,Animals
13,Animals
13,Animals
13,Animals
15,Animals
14,Animals
13,Animals
14,Animals
14,Animals
13,Animals
13,Animals
13,Animals
13,Animals
12,Animals
12,Animals
11,Animals
13,Animals
14,Animals
14,Animals
12,Animals
14,Animals
13,Animals
15,Animals
15,Animals
14,Animals
14,Animals
13,Animals
14,Animals
12,Animals
14,Animals
14,Animals
13,Animals
13,Animals
15,Animals
13,Animals
12,Animals
14,Animals
14,Animals
12,Animals
13,Animals
13,Animals
14,Animals
14,Animals
14,Animals
14,Animals
12,Animals
12,Animals
13,Animals
14,Animals
13,Animals
11,Animals
13,Animals
13,Animals
12,Animals
13,Animals
13,Animals
14,Animals
12,Animals
13,Animals
13,Animals
13,Animals
14,Animals
14,Animals
13,Animals
12,Animals
12,Animals
14,Animals
13,Animals
12,Animals
13,Animals
13,Animals
11,Animals
10,Animals
14,Animals
14,Animals
13,Animals
11,Animals
12,Animals
11,Animals
16,Animals
12,Animals
13,Animals
12,Animals
14,Animals
13,Animals
12,Animals
13,Animals
14,Animals
12,Animals
13,Animals
14,Animals
13,Animals
13,Animals
12,Animals
12,Animals
14,Animals
13,Animals
13,Animals
12,Animals
12,Animals
12,Animals
13,Animals
13,Animals
13,Animals
14,Animals
13,Animals
13,Animals
13,Animals
13,Animals
13,Animals
14,Animals
14,Animals
13,Animals
13,Animals
13,Animals
14,Animals
13,Animals
14,Animals
13,Animals
13,Animals
12,Animals
13,Animals
13,Animals
12,Animals
13,Animals
13,Animals
13,Animals
12,Animals
13,Animals
10,Animals
13,Animals
13,Animals
13,Animals
14,Animals
15,Animals
13,Animals
13,Animals
14,Animals
14,Animals
13,Animals
13,Animals
16,Animals
16,Animals
16,Animals
15,Animals
14,Animals
14,Animals
16,Animals
16,Animals
13,Animals
12,Animals
12,Animals
13,Animals
11,Animals
14,Animals
15,Animals
13,Animals
13,Animals
14,Animals
13,Animals
12,Animals
13,Animals
14,Animals
13,Animals
12,Animals
12,Animals
12,Animals
15,Animals
14,Animals
14,Animals
14,Animals
14,Animals
14,Animals
13,Animals
13,Animals
13,Animals
12,Animals
13,Animals
12,Animals
14,Animals
13,Animals
13,Animals
14,Animals
14,Animals
14,Animals
13,Animals
14,Animals
14,Animals
14,Animals
14,Animals
13,Animals
14,Animals
15,Animals
16,Animals
13,Animals
13,Animals
14,Animals
14,Animals
14,Animals
14,Animals
15,Animals
14,Animals
14,Animals
16,Animals
13,Animals
12,Animals
14,Animals
14,Animals
13,Animals
13,Animals
13,Animals
14,Animals
13,Animals
14,Animals
12,Animals
13,Animals
11,Animals
12,Animals
12,Animals
11,Animals
11,Animals
14,Animals
13,Animals
15,Animals
14,Animals
13,Animals
13,Animals
12,Animals
13,Animals
12,Animals
14,Animals
14,Animals
14,Animals
14,Animals
13,Animals
14,Animals
12,Animals
14,Animals
13,Animals
15,Animals
13,Animals
13,Animals
14,Animals
15,Animals
15,Animals
14,Animals
14,Animals
15,Animals
14,Animals
13,Animals
15,Animals
14,Animals
14,Animals
15,Animals
15,Animals
13,Animals
14,Animals
14,Animals
14,Animals
14,Animals
14,Animals
14,Animals
15,Animals
12,Animals
15,Animals
14,Animals
15,Animals
12,Animals
15,Animals
14,Animals
14,Animals
14,Animals
14,Animals
15,Animals
14,Animals
14,Animals
14,Animals
13,Animals
13,Animals
14,Animals
15,Animals
14,Animals
14,Animals
14,Animals
15,Animals
12,Animals
15,Animals
13,Animals
14,Animals
15,Animals
14,Animals
13,Animals
14,Animals
14,Animals
13,Animals
13,Animals
14,Animals
13,Animals
13,Animals
14,Animals
14,Animals
15,Animals
14,Animals
15,Animals
15,Animals
15,Animals
15,Animals
15,Animals
15,Animals
16,Animals
16,Animals
13,Animals
11,Animals
14,Animals
15,Animals
15,Animals
14,Animals
17,Animals
10,Animals
14,Animals
15,Animals
14,Animals
12,Animals
12,Animals
14,Animals
13,Animals
15,Animals
12,Animals
13,Animals
13,Animals
13,Animals
15,Animals
11,Animals
11,Animals
13,Animals
13,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
14,Animals
12,Animals
11,Animals
13,Animals
12,Animals
12,Animals
13,Animals
12,Animals
12,Animals
13,Animals
12,Animals
12,Animals
13,Animals
12,Animals
12,Animals
12,Animals
13,Animals
12,Animals
13,Animals
12,Animals
12,Animals
14,Animals
15,Animals
14,Animals
15,Animals
14,Animals
14,Animals
15,Animals
13,Animals
16,Animals
15,Animals
15,Animals
15,Animals
15,Animals
13,Animals
15,Animals
14,Animals
14,Animals
14,Animals
16,Animals
13,Animals
12,Animals
16,Animals
13,Animals
10,Animals
13,Animals
12,Animals
13,Animals
11,Animals
14,Animals
12,Animals
13,Animals
13,Animals
11,Animals
12,Animals
12,Animals
13,Animals
14,Animals
12,Animals
12,Animals
11,Animals
11,Animals
12,Animals
14,Animals
14,Animals
14,Animals
14,Animals
13,Animals
12,Animals
13,Animals
10,Animals
13,Animals
12,Animals
12,Animals
11,Animals
13,Animals
13,Animals
12,Animals
12,Animals
13,Animals
12,Animals
13,Animals
14,Animals
14,Animals
15,Animals
14,Animals
14,Animals
14,Animals
14,Animals
14,Animals
15,Animals
15,Animals
13,Animals
15,Animals
13,Animals
14,Animals
15,Animals
11,Animals
13,Animals
13,Animals
15,Animals
11,Animals
12,Animals
13,Animals
12,Animals
15,Animals
12,Animals
15,Animals
15,Animals
13,Animals
13,Animals
15,Animals
13,Animals
12,Animals
13,Animals
14,Animals
14,Animals
14,Animals
16,Animals
15,Animals
12,Animals
14,Animals
13,Animals
14,Animals
14,Animals
13,Animals
13,Animals
14,Animals
13,Animals
15,Animals
12,Animals
14,Animals
14,Animals
13,Animals
14,Animals
12,Animals
14,Animals
15,Animals
16,Animals
15,Animals
15,Animals
12,Animals
16,Animals
12,Animals
13,Animals
12,Animals
12,Animals
13,Animals
12,Animals
13,Animals
13,Animals
12,Animals
12,Animals
14,Animals
12,Animals
12,Animals
13,Animals
13,Animals
13,Animals
13,Animals
12,Animals
14,Animals
12,Animals
12,Animals
12,Animals
14,Animals
13,Animals
12,Animals
13,Animals
15,Animals
13,Animals
14,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
13,Animals
14,Animals
12,Animals
13,Animals
13,Animals
12,Animals
13,Animals
12,Animals
12,Animals
13,Animals
14,Animals
13,Animals
13,Animals
12,Animals
12,Animals
12,Animals
11,Animals
13,Animals
14,Animals
14,Animals
13,Animals
15,Animals
13,Animals
13,Animals
13,Animals
14,Animals
15,Animals
14,Animals
14,Animals
14,Animals
15,Animals
13,Animals
13,Animals
15,Animals
14,Animals
12,Animals
12,Animals
13,Animals
14,Animals
15,Animals
14,Animals
15,Animals
14,Animals
13,Animals
12,Animals
14,Animals
15,Animals
14,Animals
14,Animals
16,Animals
12,Animals
14,Animals
15,Animals
14,Animals
15,Animals
14,Animals
14,Animals
14,Animals
14,Animals
14,Animals
14,Animals
14,Animals
14,Animals
15,Animals
14,Animals
14,Animals
13,Animals
15,Animals
12,Animals
13,Animals
12,Animals
12,Animals
9,Animals
11,Animals
13,Animals
11,Animals
11,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
11,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
13,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
11,Animals
13,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
11,Animals
11,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
11,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
11,Animals
12,Animals
12,Animals
12,Animals
13,Animals
11,Animals
12,Animals
12,Animals
12,Animals
12,Animals
11,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
13,Animals
15,Animals
15,Animals
15,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
12,Animals
13,Animals
12,Animals
11,Animals
11,Animals
12,Animals
11,Animals
11,Animals
12,Animals
11,Animals
11,Animals
13,Animals
12,Animals
13,Animals
13,Animals
14,Animals
12,Animals
14,Animals
14,Animals
13,Animals
12,Animals
16,Animals
14,Animals
14,Animals
14,Animals
13,Animals
13,Animals
14,Animals
15,Animals
15,Animals
14,Animals
14,Animals
14,Animals
15,Animals
13,Animals
12,Animals
14,Animals
13,Animals
15,Animals
14,Animals
15,Animals
11,Animals
13,Animals
13,Animals
13,Animals
13,Animals
13,Animals
15,Animals
13,Animals
14,Animals
15,Animals
13,Animals
13,Animals
13,Animals
14,Animals
12,Animals
14,Animals
14,Animals
14,Animals
14,Animals
14,Animals
12,Animals
15,Animals
17,Animals
14,Animals
16,Animals
15,Animals
15,Animals
15,Animals
16,Animals
13,Animals
14,Animals
13,Animals
14,Animals
13,Animals
14,Animals
14,Animals
15,Animals
15,Animals
15,Animals
15,Animals
13,Animals
14,Animals
14,Animals
15,Animals
13,Animals
13,Animals
15,Animals
11,Animals
11,Animals
16,Animals
14,Animals
14,Animals
15,Animals
15,Animals
13,Animals
15,Animals
12,Animals
13,Animals
13,Animals
14,Animals
13,Animals
14,Animals
15,Animals
14,Animals
13,Animals
13,Animals
14,Animals
13,Animals
12,Animals
14,Animals
14,Animals
14,Animals
13,Animals
13,Animals
13,Animals
13,Animals
13,Animals
12,Animals
13,Animals
13,Animals
13,Animals
13,Animals
14,Animals
13,Animals
13,Animals
14,Animals
11,Animals
13,Animals
14,Animals
12,Animals
15,Animals
13,Animals
15,Animals
14,Animals
12,Animals
13,Animals
14,Animals
12,Animals
11,Animals
17,Animals
12,Animals
13,Animals
12,Animals
10,Animals
14,Animals
13,Animals
13,Animals
12,Animals
13,Animals
14,Animals
13,Animals
13,Animals
13,Animals
12,Animals
12,Animals
15,Animals
14,Animals
11,Animals
13,Animals
16,Animals
13,Animals
16,Animals
15,Animals
15,Animals
12,Animals
13,Animals
15,Animals
15,Animals
14,Animals
16,Animals
16,Animals
16,Animals
13,Animals
13,Animals
4,Animals
11,Animals
7,Animals
8,Animals
10,Animals
12,Animals
13,Animals
12,Animals
13,Animals
14,Animals
13,Animals
12,Animals
12,Animals
12,Animals
3,Animals
3,Animals
3,Animals
3,Animals
3,Animals
3,Animals
2,Animals
6,Animals
3,Animals
3,Animals
10,Animals
8,Animals
6,Animals
5,Animals
13,Animals
10,Animals
5,Animals
5,Animals
5,Animals
7,Animals
5,Animals
4,Animals
7,Animals
11,Animals
13,Animals
12,Animals
12,Animals
8,Animals
9,Animals
10,Animals
6,Animals
5,Animals
11,Animals
8,Animals
6,Animals
6,Animals
5,Animals
9,Animals
11,Animals
10,Animals
3,Animals
12,Animals
2,Animals
1,Animals
3,Animals
11,Animals
8,Animals
10,Animals
6,Animals
6,Animals
13,Animals
12,Animals
12,Animals
12,Animals
12,Animals
11,Animals
13,Animals
12,Animals
12,Animals
14,Animals
12,Animals
8,Animals
12,Animals
13,Animals
7,Animals
8,Animals
8,Animals
5,Animals
6,Animals
8,Animals
1,Animals
3,Animals
4,Animals
3,Animals
2,Animals
13,Animals
13,Animals
7,Animals
6,Animals
8,Animals
7,Animals
7,Animals
9,Animals
14,Animals
8,Animals
8,Animals
8,Animals
6,Animals
6,Animals
9,Animals
7,Animals
7,Animals
4,Animals
14,Animals
13,Animals
8,Animals
13,Animals
13,Animals
13,Animals
13,Animals
13,Animals
13,Animals
13,Animals
12,Animals
14,Animals
13,Animals
14,Animals
15,Animals
15,Animals
14,Animals
15,Animals
14,Animals
14,Animals
14,Animals
15,Animals
15,Animals
14,Animals
15,Animals
12,Animals
14,Animals
14,Animals
13,Animals
14,Animals
14,Animals
14,Animals
12,Animals
13,Animals
14,Animals
14,Animals
13,Animals
14,Animals
13,Animals
13,Animals
13,Animals
14,Animals
11,Animals
14,Animals
12,Animals
15,Animals
14,Animals
12,Animals
14,Animals
14,Animals
15,Animals
15,Animals
14,Animals
14,Animals
11,Animals
15,Animals
12,Animals
15,Animals
13,Animals
12,Animals
11,Animals
12,Animals
12,Animals
13,Animals
13,Animals
12,Animals
13,Animals
13,Animals
12,Animals
12,Animals
14,Animals
14,Animals
13,Animals
13,Animals
14,Animals
12,Animals
13,Animals
13,Animals
13,Animals
14,Animals
12,Animals
11,Animals
12,Animals
12,Animals
14,Animals
12,Animals
13,Animals
13,Animals
13,Animals
12,Animals
11,Animals
8,Animals
13,Animals
10,Animals
12,Animals
11,Animals
12,Animals
5,Animals
13,Animals
7,Animals
5,Animals
6,Animals
7,Animals
5,Animals
7,Animals
2,Animals
11,Animals
11,Animals
8,Animals
7,Animals
3,Animals
10,Animals
7,Animals
7,Animals
1,Animals
3,Animals
3,Animals
4,Animals
5,Animals
10,Animals
5,Animals
14,Animals
11,Animals
12,Animals
11,Animals
11,Animals
11,Animals
10,Animals
11,Animals
11,Animals
11,Animals
11,Animals
13,Animals
13,Animals
11,Animals
11,Animals
6,Animals
6,Animals
7,Animals
9,Animals
8,Animals
8,Animals
14,Animals
11,Animals
10,Animals
9,Animals
14,Animals
14,Animals
8,Animals
8,Animals
11,Animals
13,Animals
14,Animals
14,Animals
13,Animals
10,Animals
9,Host-associated
8,Host-associated
9,Host-associated
10,Host-associated
3,Host-associated
14,Host-associated
9,Host-associated
13,Host-associated
4,Host-associated
9,Host-associated
9,Host-associated
9,Host-associated
4,Host-associated
8,Host-associated
9,Host-associated
7,Host-associated
5,Host-associated
8,Host-associated
10,Host-associated
6,Host-associated
6,Host-associated
6,Host-associated
6,Host-associated
6,Host-associated
7,Host-associated
10,Host-associated
7,Host-associated
13,Host-associated
15,Host-associated
14,Host-associated
15,Host-associated
14,Host-associated
10,Host-associated
14,Host-associated
14,Host-associated
12,Host-associated
13,Host-associated
14,Host-associated
15,Host-associated
13,Host-associated
13,Host-associated
13,Host-associated
14,Host-associated
15,Host-associated
13,Host-associated
13,Host-associated
13,Host-associated
13,Host-associated
11,Host-associated
11,Host-associated
15,Host-associated
15,Host-associated
13,Host-associated
14,Host-associated
15,Host-associated
13,Host-associated
13,Host-associated
13,Host-associated
14,Host-associated
14,Host-associated
14,Host-associated
12,Host-associated
14,Host-associated
13,Host-associated
14,Host-associated
13,Host-associated
14,Host-associated
12,Host-associated
12,Host-associated
14,Host-associated
13,Host-associated
13,Host-associated
14,Host-associated
11,Host-associated
16,Host-associated
11,Host-associated
11,Host-associated
13,Host-associated
15,Host-associated
13,Host-associated
14,Host-associated
14,Host-associated
15,Host-associated
13,Host-associated
13,Host-associated
15,Host-associated
15,Host-associated
14,Host-associated
14,Host-associated
14,Host-associated
13,Host-associated
15,Host-associated
13,Host-associated
13,Host-associated
13,Host-associated
12,Host-associated
13,Host-associated
13,Host-associated
15,Host-associated
14,Host-associated
14,Host-associated
